Time,PV Productie (W)
20-08-2019 0:00,"0"
20-08-2019 0:15,"0"
20-08-2019 0:30,"0"
20-08-2019 0:45,"0"
20-08-2019 1:00,"0"
20-08-2019 1:15,"0"
20-08-2019 1:30,"0"
20-08-2019 1:45,"0"
20-08-2019 2:00,"0"
20-08-2019 2:15,"0"
20-08-2019 2:30,"0"
20-08-2019 2:45,"0"
20-08-2019 3:00,"0"
20-08-2019 3:15,"0"
20-08-2019 3:30,"0"
20-08-2019 3:45,"0"
20-08-2019 4:00,"0"
20-08-2019 4:15,"0"
20-08-2019 4:30,"0"
20-08-2019 4:45,"0"
20-08-2019 5:00,"0"
20-08-2019 5:15,"0"
20-08-2019 5:30,"0"
20-08-2019 5:45,"0"
20-08-2019 6:00,"0"
20-08-2019 6:15,"0"
20-08-2019 6:30,"0"
20-08-2019 6:45,"60"
20-08-2019 7:00,"119.3333"
20-08-2019 7:15,"193.3333"
20-08-2019 7:30,"326.3333"
20-08-2019 7:45,"223.3333"
20-08-2019 8:00,"227.3333"
20-08-2019 8:15,"367.6667"
20-08-2019 8:30,"512"
20-08-2019 8:45,"482.6667"
20-08-2019 9:00,"492.3333"
20-08-2019 9:15,"702.3333"
20-08-2019 9:30,"708"
20-08-2019 9:45,"820"
20-08-2019 10:00,"775"
20-08-2019 10:15,"436"
20-08-2019 10:30,"2130"
20-08-2019 10:45,"2165.6667"
20-08-2019 11:00,"1588"
20-08-2019 11:15,"3467.6667"
20-08-2019 11:30,"3824.3333"
20-08-2019 11:45,"3538.3333"
20-08-2019 12:00,"2849"
20-08-2019 12:15,"3728.3333"
20-08-2019 12:30,"3862.3333"
20-08-2019 12:45,"3894"
20-08-2019 13:00,"5565.6665"
20-08-2019 13:15,"4178"
20-08-2019 13:30,"3015.3333"
20-08-2019 13:45,"4722.3335"
20-08-2019 14:00,"3777"
20-08-2019 14:15,"5293.3335"
20-08-2019 14:30,"3221"
20-08-2019 14:45,"3501.6667"
20-08-2019 15:00,"2411"
20-08-2019 15:15,"1752"
20-08-2019 15:30,"3418.6667"
20-08-2019 15:45,"3673.6667"
20-08-2019 16:00,"2967.3333"
20-08-2019 16:15,"2155"
20-08-2019 16:30,"3640"
20-08-2019 16:45,"5637.3335"
20-08-2019 17:00,"1622.3334"
20-08-2019 17:15,"3019.6667"
20-08-2019 17:30,"3642"
20-08-2019 17:45,"3222.3333"
20-08-2019 18:00,"3122.3333"
20-08-2019 18:15,"2082"
20-08-2019 18:30,"1670.3334"
20-08-2019 18:45,"1316.6666"
20-08-2019 19:00,"2198"
20-08-2019 19:15,"1182"
20-08-2019 19:30,"637.3333"
20-08-2019 19:45,"571.3333"
20-08-2019 20:00,"170.6667"
20-08-2019 20:15,"88.6667"
20-08-2019 20:30,"24"
20-08-2019 20:45,"10.6667"
20-08-2019 21:00,"0"
20-08-2019 21:15,"0"
20-08-2019 21:30,"0"
20-08-2019 21:45,"0"
20-08-2019 22:00,"0"
20-08-2019 22:15,"0"
20-08-2019 22:30,"0"
20-08-2019 22:45,"0"
20-08-2019 23:00,"0"
20-08-2019 23:15,"0"
20-08-2019 23:30,"0"
20-08-2019 23:45,"0"
