Time,PV Productie (W)
15-02-2019 0:00,"0"
15-02-2019 0:15,"0"
15-02-2019 0:30,"0"
15-02-2019 0:45,"0"
15-02-2019 1:00,"0"
15-02-2019 1:15,"0"
15-02-2019 1:30,"0"
15-02-2019 1:45,"0"
15-02-2019 2:00,"0"
15-02-2019 2:15,"0"
15-02-2019 2:30,"0"
15-02-2019 2:45,"0"
15-02-2019 3:00,"0"
15-02-2019 3:15,"0"
15-02-2019 3:30,"0"
15-02-2019 3:45,"0"
15-02-2019 4:00,"0"
15-02-2019 4:15,"0"
15-02-2019 4:30,"0"
15-02-2019 4:45,"0"
15-02-2019 5:00,"0"
15-02-2019 5:15,"0"
15-02-2019 5:30,"0"
15-02-2019 5:45,"0"
15-02-2019 6:00,"0"
15-02-2019 6:15,"0"
15-02-2019 6:30,"0"
15-02-2019 6:45,"0"
15-02-2019 7:00,"0"
15-02-2019 7:15,"0"
15-02-2019 7:30,"0"
15-02-2019 7:45,"0"
15-02-2019 8:00,"37.3333"
15-02-2019 8:15,"73.6667"
15-02-2019 8:30,"118.3333"
15-02-2019 8:45,"107.6667"
15-02-2019 9:00,"214.3333"
15-02-2019 9:15,"396.6667"
15-02-2019 9:30,"647"
15-02-2019 9:45,"1023"
15-02-2019 10:00,"1421.3334"
15-02-2019 10:15,"1846.6666"
15-02-2019 10:30,"2262.3333"
15-02-2019 10:45,"2684.3333"
15-02-2019 11:00,"3043.3333"
15-02-2019 11:15,"3384"
15-02-2019 11:30,"3678.3333"
15-02-2019 11:45,"3931"
15-02-2019 12:00,"4148"
15-02-2019 12:15,"4334"
15-02-2019 12:30,"4516.6665"
15-02-2019 12:45,"4656.6665"
15-02-2019 13:00,"4801"
15-02-2019 13:15,"4884.3335"
15-02-2019 13:30,"5003"
15-02-2019 13:45,"5020"
15-02-2019 14:00,"5004.6665"
15-02-2019 14:15,"5015.3335"
15-02-2019 14:30,"5014.3335"
15-02-2019 14:45,"4923.6665"
15-02-2019 15:00,"4814.6665"
15-02-2019 15:15,"4681.3335"
15-02-2019 15:30,"4473.6665"
15-02-2019 15:45,"4257"
15-02-2019 16:00,"3970.6667"
15-02-2019 16:15,"3641.3333"
15-02-2019 16:30,"3230.6667"
15-02-2019 16:45,"2649"
15-02-2019 17:00,"1921"
15-02-2019 17:15,"1111"
15-02-2019 17:30,"100.6667"
15-02-2019 17:45,"26.6667"
15-02-2019 18:00,"0"
15-02-2019 18:15,"0"
15-02-2019 18:30,"0"
15-02-2019 18:45,"0"
15-02-2019 19:00,"0"
15-02-2019 19:15,"0"
15-02-2019 19:30,"0"
15-02-2019 19:45,"0"
15-02-2019 20:00,"0"
15-02-2019 20:15,"0"
15-02-2019 20:30,"0"
15-02-2019 20:45,"0"
15-02-2019 21:00,"0"
15-02-2019 21:15,"0"
15-02-2019 21:30,"0"
15-02-2019 21:45,"0"
15-02-2019 22:00,"0"
15-02-2019 22:15,"0"
15-02-2019 22:30,"0"
15-02-2019 22:45,"0"
15-02-2019 23:00,"0"
15-02-2019 23:15,"0"
15-02-2019 23:30,"0"
15-02-2019 23:45,"0"
