Time,PV Productie (W)
28-11-2019 0:00,"0"
28-11-2019 0:15,"0"
28-11-2019 0:30,"0"
28-11-2019 0:45,"0"
28-11-2019 1:00,"0"
28-11-2019 1:15,"0"
28-11-2019 1:30,"0"
28-11-2019 1:45,"0"
28-11-2019 2:00,"0"
28-11-2019 2:15,"0"
28-11-2019 2:30,"0"
28-11-2019 2:45,"0"
28-11-2019 3:00,"0"
28-11-2019 3:15,"0"
28-11-2019 3:30,"0"
28-11-2019 3:45,"0"
28-11-2019 4:00,"0"
28-11-2019 4:15,"0"
28-11-2019 4:30,"0"
28-11-2019 4:45,"0"
28-11-2019 5:00,"0"
28-11-2019 5:15,"0"
28-11-2019 5:30,"0"
28-11-2019 5:45,"0"
28-11-2019 6:00,"0"
28-11-2019 6:15,"0"
28-11-2019 6:30,"0"
28-11-2019 6:45,"0"
28-11-2019 7:00,"0"
28-11-2019 7:15,"0"
28-11-2019 7:30,"0"
28-11-2019 7:45,"0"
28-11-2019 8:00,"0"
28-11-2019 8:15,"0"
28-11-2019 8:30,"0"
28-11-2019 8:45,"0"
28-11-2019 9:00,"0"
28-11-2019 9:15,"20.6667"
28-11-2019 9:30,"115.3333"
28-11-2019 9:45,"238.6667"
28-11-2019 10:00,"226"
28-11-2019 10:15,"249.3333"
28-11-2019 10:30,"364.3333"
28-11-2019 10:45,"251"
28-11-2019 11:00,"379.3333"
28-11-2019 11:15,"280.6667"
28-11-2019 11:30,"371.3333"
28-11-2019 11:45,"693"
28-11-2019 12:00,"430.3333"
28-11-2019 12:15,"409.3333"
28-11-2019 12:30,"473"
28-11-2019 12:45,"460.6667"
28-11-2019 13:00,"258"
28-11-2019 13:15,"374.3333"
28-11-2019 13:30,"374"
28-11-2019 13:45,"334.3333"
28-11-2019 14:00,"290.3333"
28-11-2019 14:15,"268"
28-11-2019 14:30,"229.6667"
28-11-2019 14:45,"98.3333"
28-11-2019 15:00,"397.3333"
28-11-2019 15:15,"205"
28-11-2019 15:30,"123"
28-11-2019 15:45,"15.6667"
28-11-2019 16:00,"0"
28-11-2019 16:15,"0"
28-11-2019 16:30,"0"
28-11-2019 16:45,"0"
28-11-2019 17:00,"0"
28-11-2019 17:15,"0"
28-11-2019 17:30,"0"
28-11-2019 17:45,"0"
28-11-2019 18:00,"0"
28-11-2019 18:15,"0"
28-11-2019 18:30,"0"
28-11-2019 18:45,"0"
28-11-2019 19:00,"0"
28-11-2019 19:15,"0"
28-11-2019 19:30,"0"
28-11-2019 19:45,"0"
28-11-2019 20:00,"0"
28-11-2019 20:15,"0"
28-11-2019 20:30,"0"
28-11-2019 20:45,"0"
28-11-2019 21:00,"0"
28-11-2019 21:15,"0"
28-11-2019 21:30,"0"
28-11-2019 21:45,"0"
28-11-2019 22:00,"0"
28-11-2019 22:15,"0"
28-11-2019 22:30,"0"
28-11-2019 22:45,"0"
28-11-2019 23:00,"0"
28-11-2019 23:15,"0"
28-11-2019 23:30,"0"
28-11-2019 23:45,"0"
