Time,PV Productie (W)
24-06-2019 0:00,"0"
24-06-2019 0:15,"0"
24-06-2019 0:30,"0"
24-06-2019 0:45,"0"
24-06-2019 1:00,"0"
24-06-2019 1:15,"0"
24-06-2019 1:30,"0"
24-06-2019 1:45,"0"
24-06-2019 2:00,"0"
24-06-2019 2:15,"0"
24-06-2019 2:30,"0"
24-06-2019 2:45,"0"
24-06-2019 3:00,"0"
24-06-2019 3:15,"0"
24-06-2019 3:30,"0"
24-06-2019 3:45,"0"
24-06-2019 4:00,"0"
24-06-2019 4:15,"0"
24-06-2019 4:30,"0"
24-06-2019 4:45,"0"
24-06-2019 5:00,"0"
24-06-2019 5:15,"0"
24-06-2019 5:30,"0"
24-06-2019 5:45,"50"
24-06-2019 6:00,"127.6667"
24-06-2019 6:15,"154.6667"
24-06-2019 6:30,"248.3333"
24-06-2019 6:45,"308"
24-06-2019 7:00,"381.3333"
24-06-2019 7:15,"368"
24-06-2019 7:30,"431"
24-06-2019 7:45,"447"
24-06-2019 8:00,"581.6667"
24-06-2019 8:15,"792.3333"
24-06-2019 8:30,"819.6667"
24-06-2019 8:45,"738"
24-06-2019 9:00,"792.6667"
24-06-2019 9:15,"1092.6666"
24-06-2019 9:30,"1153.6666"
24-06-2019 9:45,"1300"
24-06-2019 10:00,"1602.3334"
24-06-2019 10:15,"1828"
24-06-2019 10:30,"2002.6666"
24-06-2019 10:45,"2394"
24-06-2019 11:00,"2608.3333"
24-06-2019 11:15,"2265"
24-06-2019 11:30,"3151.6667"
24-06-2019 11:45,"3548.6667"
24-06-2019 12:00,"3754"
24-06-2019 12:15,"4000.3333"
24-06-2019 12:30,"3203.6667"
24-06-2019 12:45,"4415.3335"
24-06-2019 13:00,"4573"
24-06-2019 13:15,"4780.6665"
24-06-2019 13:30,"4515.6665"
24-06-2019 13:45,"4682"
24-06-2019 14:00,"4904.6665"
24-06-2019 14:15,"4030.3333"
24-06-2019 14:30,"4257.6665"
24-06-2019 14:45,"4697"
24-06-2019 15:00,"4923"
24-06-2019 15:15,"4766"
24-06-2019 15:30,"5116"
24-06-2019 15:45,"4974.3335"
24-06-2019 16:00,"4541.6665"
24-06-2019 16:15,"4598"
24-06-2019 16:30,"3547.3333"
24-06-2019 16:45,"4667.3335"
24-06-2019 17:00,"4180"
24-06-2019 17:15,"3845.6667"
24-06-2019 17:30,"2007"
24-06-2019 17:45,"2017.6666"
24-06-2019 18:00,"3086.3333"
24-06-2019 18:15,"3568"
24-06-2019 18:30,"3157.6667"
24-06-2019 18:45,"2764.6667"
24-06-2019 19:00,"2503"
24-06-2019 19:15,"2030.3334"
24-06-2019 19:30,"1586"
24-06-2019 19:45,"946.6667"
24-06-2019 20:00,"984"
24-06-2019 20:15,"1094.3334"
24-06-2019 20:30,"519.6667"
24-06-2019 20:45,"382.3333"
24-06-2019 21:00,"218.6667"
24-06-2019 21:15,"107.3333"
24-06-2019 21:30,"50"
24-06-2019 21:45,"0"
24-06-2019 22:00,"0"
24-06-2019 22:15,"0"
24-06-2019 22:30,"0"
24-06-2019 22:45,"0"
24-06-2019 23:00,"0"
24-06-2019 23:15,"0"
24-06-2019 23:30,"0"
24-06-2019 23:45,"0"
