Time,PV Productie (W)
28-10-2019 0:00,"0"
28-10-2019 0:15,"0"
28-10-2019 0:30,"0"
28-10-2019 0:45,"0"
28-10-2019 1:00,"0"
28-10-2019 1:15,"0"
28-10-2019 1:30,"0"
28-10-2019 1:45,"0"
28-10-2019 2:00,"0"
28-10-2019 2:15,"0"
28-10-2019 2:30,"0"
28-10-2019 2:45,"0"
28-10-2019 3:00,"0"
28-10-2019 3:15,"0"
28-10-2019 3:30,"0"
28-10-2019 3:45,"0"
28-10-2019 4:00,"0"
28-10-2019 4:15,"0"
28-10-2019 4:30,"0"
28-10-2019 4:45,"0"
28-10-2019 5:00,"0"
28-10-2019 5:15,"0"
28-10-2019 5:30,"0"
28-10-2019 5:45,"0"
28-10-2019 6:00,"0"
28-10-2019 6:15,"0"
28-10-2019 6:30,"0"
28-10-2019 6:45,"0"
28-10-2019 7:00,"0"
28-10-2019 7:15,"0"
28-10-2019 7:30,"19.3333"
28-10-2019 7:45,"65.3333"
28-10-2019 8:00,"91.3333"
28-10-2019 8:15,"169"
28-10-2019 8:30,"342.3333"
28-10-2019 8:45,"676"
28-10-2019 9:00,"166.6667"
28-10-2019 9:15,"168.6667"
28-10-2019 9:30,"327.6667"
28-10-2019 9:45,"1073.3334"
28-10-2019 10:00,"1085"
28-10-2019 10:15,"2492"
28-10-2019 10:30,"2829"
28-10-2019 10:45,"3470"
28-10-2019 11:00,"2107.6667"
28-10-2019 11:15,"4329.3335"
28-10-2019 11:30,"2010.6666"
28-10-2019 11:45,"2335.3333"
28-10-2019 12:00,"1302.3334"
28-10-2019 12:15,"1528.3334"
28-10-2019 12:30,"867.6667"
28-10-2019 12:45,"2242.6667"
28-10-2019 13:00,"2833.3333"
28-10-2019 13:15,"1904.3334"
28-10-2019 13:30,"1203"
28-10-2019 13:45,"2853.6667"
28-10-2019 14:00,"619.3333"
28-10-2019 14:15,"5610.6665"
28-10-2019 14:30,"4715.3335"
28-10-2019 14:45,"4567.6665"
28-10-2019 15:00,"4579"
28-10-2019 15:15,"4201.3335"
28-10-2019 15:30,"3748"
28-10-2019 15:45,"3289.3333"
28-10-2019 16:00,"2325"
28-10-2019 16:15,"861.6667"
28-10-2019 16:30,"208.3333"
28-10-2019 16:45,"114.6667"
28-10-2019 17:00,"14.3333"
28-10-2019 17:15,"0"
28-10-2019 17:30,"0"
28-10-2019 17:45,"0"
28-10-2019 18:00,"0"
28-10-2019 18:15,"0"
28-10-2019 18:30,"0"
28-10-2019 18:45,"0"
28-10-2019 19:00,"0"
28-10-2019 19:15,"0"
28-10-2019 19:30,"0"
28-10-2019 19:45,"0"
28-10-2019 20:00,"0"
28-10-2019 20:15,"0"
28-10-2019 20:30,"0"
28-10-2019 20:45,"0"
28-10-2019 21:00,"0"
28-10-2019 21:15,"0"
28-10-2019 21:30,"0"
28-10-2019 21:45,"0"
28-10-2019 22:00,"0"
28-10-2019 22:15,"0"
28-10-2019 22:30,"0"
28-10-2019 22:45,"0"
28-10-2019 23:00,"0"
28-10-2019 23:15,"0"
28-10-2019 23:30,"0"
28-10-2019 23:45,"0"
