Time,PV Productie (W)
21-10-2019 0:00,"0"
21-10-2019 0:15,"0"
21-10-2019 0:30,"0"
21-10-2019 0:45,"0"
21-10-2019 1:00,"0"
21-10-2019 1:15,"0"
21-10-2019 1:30,"0"
21-10-2019 1:45,"0"
21-10-2019 2:00,"0"
21-10-2019 2:15,"0"
21-10-2019 2:30,"0"
21-10-2019 2:45,"0"
21-10-2019 3:00,"0"
21-10-2019 3:15,"0"
21-10-2019 3:30,"0"
21-10-2019 3:45,"0"
21-10-2019 4:00,"0"
21-10-2019 4:15,"0"
21-10-2019 4:30,"0"
21-10-2019 4:45,"0"
21-10-2019 5:00,"0"
21-10-2019 5:15,"0"
21-10-2019 5:30,"0"
21-10-2019 5:45,"0"
21-10-2019 6:00,"0"
21-10-2019 6:15,"0"
21-10-2019 6:30,"0"
21-10-2019 6:45,"0"
21-10-2019 7:00,"0"
21-10-2019 7:15,"0"
21-10-2019 7:30,"0"
21-10-2019 7:45,"0"
21-10-2019 8:00,"0"
21-10-2019 8:15,"0"
21-10-2019 8:30,"0"
21-10-2019 8:45,"0"
21-10-2019 9:00,"15.3333"
21-10-2019 9:15,"171"
21-10-2019 9:30,"191.6667"
21-10-2019 9:45,"340.3333"
21-10-2019 10:00,"646.6667"
21-10-2019 10:15,"402"
21-10-2019 10:30,"261.6667"
21-10-2019 10:45,"151.6667"
21-10-2019 11:00,"191.3333"
21-10-2019 11:15,"465.3333"
21-10-2019 11:30,"294.6667"
21-10-2019 11:45,"275"
21-10-2019 12:00,"361"
21-10-2019 12:15,"513.6667"
21-10-2019 12:30,"419.3333"
21-10-2019 12:45,"431"
21-10-2019 13:00,"253"
21-10-2019 13:15,"564.6667"
21-10-2019 13:30,"592"
21-10-2019 13:45,"1559.3334"
21-10-2019 14:00,"929"
21-10-2019 14:15,"783.6667"
21-10-2019 14:30,"550.3333"
21-10-2019 14:45,"859.6667"
21-10-2019 15:00,"918.6667"
21-10-2019 15:15,"634"
21-10-2019 15:30,"142.6667"
21-10-2019 15:45,"25.6667"
21-10-2019 16:00,"32"
21-10-2019 16:15,"123.6667"
21-10-2019 16:30,"157"
21-10-2019 16:45,"218.6667"
21-10-2019 17:00,"185.6667"
21-10-2019 17:15,"97.6667"
21-10-2019 17:30,"63.3333"
21-10-2019 17:45,"44.6667"
21-10-2019 18:00,"32.6667"
21-10-2019 18:15,"0"
21-10-2019 18:30,"0"
21-10-2019 18:45,"0"
21-10-2019 19:00,"0"
21-10-2019 19:15,"0"
21-10-2019 19:30,"0"
21-10-2019 19:45,"0"
21-10-2019 20:00,"0"
21-10-2019 20:15,"0"
21-10-2019 20:30,"0"
21-10-2019 20:45,"0"
21-10-2019 21:00,"0"
21-10-2019 21:15,"0"
21-10-2019 21:30,"0"
21-10-2019 21:45,"0"
21-10-2019 22:00,"0"
21-10-2019 22:15,"0"
21-10-2019 22:30,"0"
21-10-2019 22:45,"0"
21-10-2019 23:00,"0"
21-10-2019 23:15,"0"
21-10-2019 23:30,"0"
21-10-2019 23:45,"0"
